State,District,Nitrogen,Phosphorus,Potassium,Soil_pH,Organic_Carbon,Electrical_Conductivity,Soil_Moisture,Soil_Type
Maharashtra,Nashik,87.1,50.1,37.3,5.69,0.75,1.08,38.7,Sandy
Maharashtra,Nashik,40.0,31.8,58.7,5.59,0.83,0.94,34.7,Black
Maharashtra,Nashik,57.0,36.9,36.5,7.24,0.48,1.25,44.4,Sandy
Maharashtra,Nashik,82.3,62.4,34.6,5.7,0.59,1.28,30.5,Alluvial
Maharashtra,Nashik,40.9,49.9,39.4,6.57,0.51,1.21,50.7,Alluvial
Maharashtra,Nashik,47.1,65.4,23.4,5.5,0.53,1.0,18.8,Sandy
Maharashtra,Nashik,57.4,67.5,47.3,6.67,0.49,1.17,34.2,Sandy
Maharashtra,Nashik,93.5,61.1,20.5,7.0,0.77,0.86,57.3,Clayey
Maharashtra,Nashik,90.8,25.2,42.5,6.42,0.5,0.81,52.6,Black
Maharashtra,Nashik,55.7,48.3,65.0,6.93,0.52,1.71,45.7,Clayey
Maharashtra,Nashik,54.9,53.4,41.0,6.93,0.52,1.63,55.5,Red
Maharashtra,Nashik,59.5,42.9,43.4,6.28,0.63,1.45,38.4,Clayey
Maharashtra,Nashik,27.9,48.2,17.1,7.23,0.81,1.38,28.1,Laterite
Maharashtra,Nashik,67.2,51.8,29.5,5.98,0.91,1.11,69.2,Alluvial
Maharashtra,Nashik,79.9,27.3,23.0,6.34,0.78,0.65,44.2,Red
Maharashtra,Nashik,66.6,15.1,54.7,6.05,0.44,1.1,36.1,Sandy
Maharashtra,Nashik,81.5,54.7,36.0,7.16,0.75,1.84,33.7,Black
Maharashtra,Nashik,81.1,50.2,88.9,6.47,0.71,1.06,45.0,Black
Maharashtra,Nashik,6.0,29.5,46.4,5.5,0.89,1.06,44.5,Sandy
Maharashtra,Nashik,65.0,40.5,66.2,5.89,0.55,1.05,53.1,Loamy
Maharashtra,Nashik,39.2,54.7,48.2,7.32,0.61,1.76,15.2,Clayey
Maharashtra,Nashik,33.0,29.1,47.2,6.83,0.73,1.12,43.1,Alluvial
Maharashtra,Nashik,66.6,28.1,28.3,6.06,0.49,1.06,60.5,Clayey
Maharashtra,Nashik,68.4,55.2,42.6,6.6,0.59,1.68,28.5,Laterite
Maharashtra,Nashik,67.2,64.1,30.4,6.37,0.29,1.68,38.0,Laterite
Maharashtra,Nashik,79.5,56.0,21.3,6.53,0.54,0.82,41.7,Clayey
Maharashtra,Nashik,53.8,37.0,24.7,6.19,0.55,0.94,26.6,Red
Maharashtra,Nashik,62.3,50.3,8.6,7.35,0.85,0.5,61.3,Clayey
Maharashtra,Nashik,81.1,37.6,24.1,7.84,0.86,1.19,74.0,Laterite
Maharashtra,Nashik,42.1,40.1,25.1,6.89,0.78,1.13,45.6,Laterite
Maharashtra,Nashik,31.0,51.4,60.0,6.75,0.78,1.48,41.6,Black
Maharashtra,Nashik,38.1,55.1,58.7,6.58,0.7,1.3,13.7,Clayey
Maharashtra,Nashik,56.3,57.5,86.8,6.28,0.83,1.1,44.8,Red
Maharashtra,Nashik,84.7,39.5,39.4,6.53,0.78,0.53,35.9,Alluvial
Maharashtra,Nashik,64.2,48.5,40.1,6.46,0.56,1.25,40.8,Black
Maharashtra,Nashik,42.3,62.5,33.2,6.42,0.74,1.14,61.7,Clayey
Maharashtra,Nashik,51.9,62.4,19.2,6.56,0.56,1.63,11.9,Laterite
Maharashtra,Nashik,86.8,31.4,50.0,5.95,0.89,0.87,27.8,Alluvial
Maharashtra,Nashik,27.8,47.4,44.7,7.52,0.81,1.26,59.1,Red
Maharashtra,Nashik,44.1,57.7,64.6,6.11,0.86,0.67,50.8,Alluvial
Maharashtra,Nashik,35.4,55.2,37.6,5.68,0.65,1.27,37.8,Sandy
Maharashtra,Nashik,23.6,20.1,38.8,6.83,0.89,1.93,64.8,Laterite
Maharashtra,Nashik,74.5,30.9,26.6,6.86,0.51,1.34,24.5,Red
Maharashtra,Nashik,56.9,60.7,51.1,6.99,0.59,1.05,19.5,Laterite
Maharashtra,Nashik,54.8,41.0,47.4,6.18,0.66,0.83,62.5,Red
Maharashtra,Nashik,53.4,53.8,45.0,6.69,0.72,0.74,56.4,Alluvial
Maharashtra,Nashik,72.2,44.8,37.1,5.45,0.75,1.25,44.0,Black
Maharashtra,Nashik,84.3,37.8,12.8,6.88,0.47,1.41,65.0,Loamy
Maharashtra,Nashik,72.6,49.6,56.4,7.71,0.8,1.27,60.7,Clayey
Maharashtra,Nashik,63.9,37.8,53.3,7.2,0.69,0.88,60.8,Black
Maharashtra,Nashik,64.0,42.5,48.4,5.62,0.67,1.54,53.2,Sandy
Maharashtra,Nashik,60.1,53.6,54.1,6.29,0.57,1.25,47.7,Red
Maharashtra,Nashik,61.1,36.1,32.7,7.24,0.9,1.37,31.8,Red
Maharashtra,Nashik,33.6,71.8,37.3,5.74,0.94,1.06,48.6,Alluvial
Maharashtra,Nashik,74.4,31.8,35.3,5.51,0.73,1.25,56.5,Sandy
Maharashtra,Nashik,50.7,43.2,38.9,6.23,0.68,0.97,28.0,Laterite
Maharashtra,Nashik,72.5,59.6,32.4,6.14,0.55,1.46,69.1,Clayey
Maharashtra,Nashik,83.8,43.6,37.3,6.21,0.7,1.29,35.0,Sandy
Maharashtra,Nashik,56.4,43.8,20.9,6.43,0.53,1.3,45.3,Clayey
Maharashtra,Nashik,58.8,50.8,53.1,6.11,0.47,0.89,37.7,Loamy
Maharashtra,Nashik,53.0,28.0,20.5,7.01,0.88,1.18,26.7,Alluvial
Maharashtra,Nashik,36.7,45.2,18.6,6.97,0.52,1.19,16.7,Clayey
Maharashtra,Nashik,52.1,33.0,54.7,5.81,0.57,1.39,14.4,Sandy
Maharashtra,Nashik,69.6,49.4,45.9,5.34,0.61,1.45,44.3,Clayey
Maharashtra,Nashik,31.9,5.1,18.0,6.25,0.81,1.12,60.8,Loamy
Maharashtra,Nashik,45.7,65.3,53.9,6.52,0.91,1.22,61.5,Red
Maharashtra,Nashik,60.8,48.5,17.3,7.39,0.47,1.27,28.5,Sandy
Maharashtra,Nashik,64.7,42.4,5.0,6.35,0.68,1.45,68.4,Red
Maharashtra,Nashik,100.7,40.8,25.1,6.18,0.83,1.23,32.3,Loamy
Maharashtra,Nashik,23.0,55.0,42.0,5.5,1.03,1.39,55.1,Alluvial
Maharashtra,Nashik,87.3,51.4,58.4,6.12,0.72,0.57,36.2,Clayey
Maharashtra,Nashik,40.0,35.6,50.5,6.61,0.71,1.61,58.0,Red
Maharashtra,Nashik,90.4,68.3,19.0,7.2,0.6,1.02,28.3,Black
Maharashtra,Nashik,75.4,47.6,47.6,8.86,0.34,1.72,40.7,Black
Maharashtra,Nashik,65.7,35.7,50.4,6.24,0.34,1.24,46.3,Black
Maharashtra,Nashik,51.7,31.4,33.2,7.25,0.57,1.31,34.0,Laterite
Maharashtra,Nashik,75.2,47.4,43.2,6.38,0.74,1.54,32.7,Black
Maharashtra,Nashik,90.7,46.7,29.5,5.78,0.73,1.26,55.4,Black
Maharashtra,Nashik,30.8,37.7,26.2,7.33,0.9,0.54,46.4,Clayey
Maharashtra,Nashik,77.5,62.7,30.9,6.36,0.4,1.08,59.9,Loamy
Maharashtra,Nashik,50.7,28.3,36.7,6.2,0.55,0.89,59.1,Loamy
Maharashtra,Nashik,58.9,50.8,15.3,6.51,0.96,1.09,57.4,Alluvial
Maharashtra,Nashik,76.3,38.3,26.9,6.38,0.87,1.08,53.6,Loamy
Maharashtra,Nashik,78.6,42.2,57.0,5.84,0.53,1.02,37.1,Clayey
Maharashtra,Nashik,38.9,47.7,43.8,6.47,0.45,1.3,34.0,Alluvial
Maharashtra,Nagpur,75.6,25.5,21.9,6.36,0.67,0.9,40.8,Loamy
Maharashtra,Nagpur,74.3,45.5,36.2,7.64,0.68,1.62,14.3,Sandy
Maharashtra,Nagpur,57.5,46.1,23.0,7.95,0.88,1.38,46.1,Sandy
Maharashtra,Nagpur,55.8,50.2,35.2,6.91,0.77,0.73,50.7,Sandy
Maharashtra,Nagpur,58.7,50.4,33.5,6.41,0.67,1.11,22.2,Loamy
Maharashtra,Nagpur,55.3,32.1,43.3,6.89,0.7,1.12,47.2,Black
Maharashtra,Nagpur,34.3,28.2,31.2,7.12,0.42,0.35,38.2,Loamy
Maharashtra,Nagpur,71.0,47.8,23.8,6.95,0.75,0.94,35.1,Sandy
Maharashtra,Nagpur,66.7,68.5,39.6,6.19,0.48,1.11,47.4,Clayey
Maharashtra,Nagpur,61.1,36.4,28.6,7.43,0.66,1.22,42.3,Black
Maharashtra,Nagpur,74.3,20.4,57.4,6.3,0.71,1.56,24.4,Clayey
Maharashtra,Nagpur,45.8,64.2,34.6,7.9,0.94,0.93,34.4,Red
Maharashtra,Nagpur,52.5,40.8,22.0,6.32,0.67,1.51,45.2,Black
Maharashtra,Nagpur,28.5,34.5,23.3,5.15,0.55,0.86,30.2,Red
Maharashtra,Nagpur,64.0,64.6,29.0,7.59,0.77,1.37,48.5,Red
Maharashtra,Nagpur,55.0,48.1,34.4,4.79,0.65,1.29,20.8,Clayey
Maharashtra,Nagpur,73.5,23.8,36.6,6.45,0.88,0.99,64.6,Red
Maharashtra,Nagpur,36.4,32.1,37.4,7.39,0.43,1.65,41.4,Clayey
Maharashtra,Nagpur,93.0,57.8,29.1,6.72,0.46,1.37,51.8,Red
Maharashtra,Nagpur,22.6,39.5,45.1,5.45,0.95,1.4,58.0,Red
Maharashtra,Nagpur,43.2,42.3,23.0,6.71,0.59,1.05,36.1,Black
Maharashtra,Nagpur,57.9,43.1,39.6,6.76,0.75,0.87,32.8,Alluvial
Maharashtra,Nagpur,25.4,62.9,40.6,6.77,0.79,0.89,52.1,Loamy
Maharashtra,Nagpur,54.6,28.2,40.9,6.39,0.52,1.06,36.5,Clayey
Maharashtra,Nagpur,72.7,38.4,10.2,6.13,0.75,0.97,44.8,Laterite
Maharashtra,Nagpur,46.9,43.5,66.5,6.8,0.93,1.0,35.5,Laterite
Maharashtra,Nagpur,47.9,50.5,33.1,6.08,0.48,0.67,39.2,Sandy
Maharashtra,Nagpur,63.2,23.7,53.9,6.13,0.76,0.82,28.6,Clayey
Maharashtra,Nagpur,50.6,27.9,51.4,5.81,0.73,1.49,39.4,Sandy
Maharashtra,Nagpur,83.6,50.6,71.2,6.65,0.21,1.57,34.5,Laterite
Maharashtra,Nagpur,51.8,53.5,74.2,6.13,0.42,0.64,55.7,Red
Maharashtra,Nagpur,22.3,44.3,34.3,6.11,0.59,1.27,32.3,Loamy
Maharashtra,Nagpur,41.0,36.9,28.4,7.0,0.79,1.34,62.8,Clayey
Maharashtra,Nagpur,36.4,32.9,34.8,6.48,0.59,1.15,51.1,Clayey
Maharashtra,Nagpur,35.0,54.2,22.5,6.87,0.71,0.99,50.5,Sandy
Maharashtra,Nagpur,35.3,40.0,9.6,5.86,0.94,0.82,47.8,Black
Maharashtra,Nagpur,83.3,51.1,58.8,6.25,0.47,1.3,44.1,Red
Maharashtra,Nagpur,56.0,47.4,28.0,6.88,0.61,0.88,40.8,Sandy
Maharashtra,Nagpur,28.2,55.5,45.6,7.16,0.42,1.35,41.5,Laterite
Maharashtra,Nagpur,62.9,59.2,61.5,6.36,0.66,0.93,62.6,Laterite
Maharashtra,Nagpur,64.0,42.1,38.9,6.98,0.35,1.2,49.3,Black
Maharashtra,Nagpur,75.7,52.6,35.1,5.81,0.68,1.24,58.9,Loamy
Maharashtra,Nagpur,17.0,55.5,16.6,7.4,0.6,1.14,35.6,Black
Maharashtra,Nagpur,54.2,35.5,37.2,5.32,0.59,0.6,41.1,Alluvial
Maharashtra,Nagpur,84.1,58.7,28.1,6.26,0.51,1.3,71.0,Laterite
Maharashtra,Nagpur,74.1,54.4,30.6,6.57,0.62,1.54,56.0,Sandy
Maharashtra,Nagpur,101.7,32.8,34.6,6.75,0.64,0.91,61.8,Sandy
Maharashtra,Nagpur,106.4,57.2,47.0,6.49,0.72,1.31,42.3,Alluvial
Maharashtra,Nagpur,99.4,44.8,27.4,5.85,0.78,1.27,50.2,Red
Maharashtra,Nagpur,85.7,57.1,51.2,6.78,0.62,1.72,48.3,Clayey
Maharashtra,Nagpur,72.5,47.2,22.1,7.15,0.77,0.57,35.2,Black
Maharashtra,Nagpur,80.8,43.9,45.1,6.39,0.58,0.82,45.3,Red
Maharashtra,Nagpur,40.4,45.0,38.0,7.14,0.88,1.64,11.0,Loamy
Maharashtra,Nagpur,41.3,64.0,31.2,6.32,0.6,1.03,33.5,Laterite
Maharashtra,Nagpur,43.2,39.0,37.0,6.55,0.88,1.47,33.5,Laterite
Maharashtra,Nagpur,54.8,34.7,24.6,7.69,0.7,0.87,49.3,Sandy
Maharashtra,Nagpur,44.6,39.7,36.7,5.81,0.54,1.25,63.0,Red
Maharashtra,Nagpur,66.3,57.3,30.2,6.36,0.75,0.91,35.8,Laterite
Maharashtra,Nagpur,68.7,14.6,50.2,6.58,0.62,1.81,34.9,Loamy
Maharashtra,Nagpur,51.9,41.4,41.0,6.39,0.45,1.31,48.4,Sandy
Maharashtra,Nagpur,66.5,59.5,57.1,6.16,0.84,1.26,63.6,Clayey
Maharashtra,Nagpur,71.5,43.7,41.8,6.36,0.64,1.08,44.7,Red
Maharashtra,Nagpur,62.9,37.6,42.1,7.45,0.75,0.86,43.3,Loamy
Maharashtra,Nagpur,43.9,50.2,30.5,6.83,0.43,1.51,40.0,Laterite
Maharashtra,Nagpur,12.5,40.9,37.0,6.61,0.54,1.2,46.9,Laterite
Maharashtra,Nagpur,45.3,38.8,35.2,4.91,0.85,1.47,19.0,Clayey
Maharashtra,Nagpur,27.2,46.4,44.8,6.58,0.6,0.9,33.2,Sandy
Maharashtra,Nagpur,62.0,58.8,29.1,7.57,0.5,1.09,45.9,Clayey
Maharashtra,Nagpur,90.6,53.0,26.1,5.54,0.6,1.14,52.4,Alluvial
Maharashtra,Nagpur,49.3,33.8,43.2,7.17,0.55,1.8,30.1,Loamy
Maharashtra,Nagpur,70.1,40.8,32.6,6.86,0.42,0.69,36.0,Loamy
Maharashtra,Nagpur,81.6,56.3,26.2,6.74,0.31,1.03,76.2,Red
Maharashtra,Nagpur,70.1,15.1,25.5,7.48,0.56,0.85,42.0,Loamy
Maharashtra,Nagpur,101.4,52.8,42.0,5.75,0.54,0.87,53.6,Black
Maharashtra,Nagpur,32.1,49.1,58.1,6.13,0.41,1.33,54.2,Loamy
Maharashtra,Nagpur,95.6,45.7,18.9,6.4,0.49,1.38,41.1,Sandy
Maharashtra,Nagpur,66.9,75.1,12.4,6.48,0.75,1.24,43.3,Black
Maharashtra,Nagpur,34.0,55.2,71.8,6.85,0.27,1.19,45.7,Laterite
Maharashtra,Nagpur,38.9,44.8,14.4,6.99,0.83,1.35,22.0,Clayey
Maharashtra,Nagpur,76.8,29.8,44.3,6.0,0.55,0.96,29.0,Laterite
Maharashtra,Nagpur,92.0,65.2,48.4,6.01,0.76,1.48,41.2,Laterite
Maharashtra,Nagpur,60.8,61.0,57.7,6.44,0.8,1.77,56.3,Alluvial
Maharashtra,Nagpur,43.3,53.1,45.2,5.95,0.59,1.15,39.1,Laterite
Maharashtra,Nagpur,32.7,54.4,28.1,6.03,0.81,0.8,38.8,Loamy
Maharashtra,Nagpur,55.9,36.1,53.0,6.33,0.62,1.15,39.0,Laterite
Maharashtra,Nagpur,56.9,59.3,53.4,5.68,0.7,0.61,45.7,Alluvial
Maharashtra,Nagpur,47.1,32.8,21.3,7.5,0.65,1.13,52.3,Sandy
Maharashtra,Nagpur,70.7,26.9,22.6,6.49,0.54,1.11,38.2,Sandy
Maharashtra,Nagpur,52.8,75.0,51.7,6.55,0.7,1.32,51.6,Alluvial
Maharashtra,Nagpur,55.2,46.8,45.5,6.5,0.34,1.25,78.2,Black
Maharashtra,Nagpur,52.2,42.9,27.5,6.43,0.49,1.43,59.2,Loamy
Maharashtra,Nagpur,45.9,49.8,29.2,7.01,0.82,1.37,39.5,Red
Maharashtra,Nagpur,75.9,39.9,48.1,7.09,0.47,1.71,18.9,Clayey
Maharashtra,Nagpur,74.1,60.3,37.7,6.82,0.78,1.57,60.9,Loamy
Maharashtra,Nagpur,51.3,35.5,44.7,5.89,0.49,0.84,41.9,Alluvial
Maharashtra,Nagpur,48.4,28.4,51.9,7.1,0.54,0.89,40.5,Red
Maharashtra,Nagpur,58.2,46.6,20.7,6.56,0.63,0.82,34.9,Black
Maharashtra,Nagpur,57.4,42.8,38.4,7.1,0.91,0.71,18.2,Laterite
Maharashtra,Nagpur,68.6,55.5,33.7,6.09,0.83,1.44,57.9,Laterite
Maharashtra,Nagpur,50.6,42.3,49.3,5.65,0.59,1.34,55.2,Loamy
Maharashtra,Nagpur,76.6,55.8,45.6,6.88,0.76,0.9,29.0,Black
Maharashtra,Nagpur,44.1,62.1,17.9,6.15,0.7,1.58,38.3,Laterite
Maharashtra,Nagpur,77.4,58.4,43.0,6.6,0.76,1.54,45.6,Sandy
Maharashtra,Nagpur,50.0,44.9,44.4,6.65,0.41,1.29,36.6,Red
Maharashtra,Nagpur,51.7,55.3,19.9,6.6,0.55,1.17,35.7,Laterite
Maharashtra,Nagpur,35.1,20.1,38.7,6.41,0.6,0.89,27.4,Clayey
Maharashtra,Nagpur,40.3,56.9,38.6,5.73,0.55,1.33,33.1,Alluvial
Maharashtra,Nagpur,5.0,63.8,41.0,6.12,0.52,0.94,23.1,Sandy
Maharashtra,Nagpur,53.2,64.0,64.6,6.95,0.61,0.79,52.2,Clayey
Maharashtra,Nagpur,80.4,33.1,46.3,5.99,0.66,0.82,18.1,Loamy
Maharashtra,Nagpur,78.0,57.7,40.5,7.63,0.65,1.59,38.5,Laterite
Maharashtra,Nagpur,106.7,59.4,17.9,6.27,0.6,1.28,57.9,Alluvial
Maharashtra,Nagpur,97.8,53.2,42.8,6.9,0.73,1.48,21.4,Clayey
Maharashtra,Nagpur,66.3,37.6,29.4,7.09,0.44,1.68,57.4,Loamy
Maharashtra,Nagpur,76.0,56.7,38.1,5.67,0.31,1.04,6.3,Clayey
Maharashtra,Nagpur,70.3,31.7,57.2,6.59,0.56,1.02,24.2,Laterite
Maharashtra,Nagpur,31.4,47.7,16.9,6.65,0.6,1.52,55.8,Sandy
Maharashtra,Nagpur,48.3,48.8,64.8,6.58,0.8,0.78,47.4,Sandy
Maharashtra,Nagpur,55.1,52.1,59.9,6.11,0.71,1.16,54.3,Black
Maharashtra,Nagpur,90.2,43.3,34.8,5.6,0.65,1.79,43.1,Red
Maharashtra,Nagpur,58.7,51.4,7.1,6.4,0.67,1.45,55.4,Loamy
Maharashtra,Nagpur,71.7,55.4,49.9,6.77,0.85,1.37,14.7,Laterite
Maharashtra,Nagpur,52.8,64.5,60.2,5.41,0.99,1.0,76.5,Red
Maharashtra,Nagpur,54.9,28.0,43.3,7.11,0.52,0.75,43.6,Sandy
Maharashtra,Nagpur,12.7,53.5,58.4,6.77,0.99,1.4,62.1,Laterite
Maharashtra,Nagpur,84.8,54.0,22.2,6.61,0.83,1.34,34.2,Black
Maharashtra,Nagpur,98.2,44.1,36.2,7.16,0.71,1.15,35.4,Sandy
Maharashtra,Nagpur,133.2,40.8,28.4,6.73,0.83,1.02,9.1,Black
Maharashtra,Nagpur,77.1,40.6,41.5,6.41,0.6,1.31,26.9,Loamy
Maharashtra,Nagpur,55.0,41.0,43.8,6.24,0.54,1.7,46.8,Clayey
Maharashtra,Nagpur,82.3,47.2,29.0,7.63,0.66,1.43,35.9,Red
Maharashtra,Nagpur,67.3,44.1,60.6,7.12,0.8,1.26,58.3,Black
Maharashtra,Nagpur,61.5,46.5,20.9,6.73,0.82,1.65,41.3,Alluvial
Maharashtra,Nagpur,110.0,47.9,8.8,6.83,0.57,1.78,33.4,Red
Maharashtra,Nagpur,75.1,52.4,36.3,7.02,0.8,0.91,47.3,Red
Maharashtra,Nagpur,62.9,52.2,36.5,6.52,0.61,1.17,70.6,Alluvial
Maharashtra,Nagpur,36.3,60.1,31.5,6.0,0.42,0.41,55.5,Sandy
Maharashtra,Nagpur,75.9,39.1,49.5,6.51,0.44,0.9,48.0,Alluvial
Maharashtra,Nagpur,31.2,22.5,62.1,6.03,0.75,1.22,38.8,Laterite
Maharashtra,Nagpur,54.8,44.3,31.7,7.51,0.93,0.83,28.2,Laterite
Maharashtra,Nagpur,54.2,50.0,42.8,7.14,0.38,1.24,63.0,Alluvial
Maharashtra,Nagpur,61.2,31.2,5.0,6.01,0.79,1.36,41.7,Laterite
Maharashtra,Nagpur,35.3,47.1,37.3,6.24,0.66,0.74,48.9,Alluvial
Maharashtra,Nagpur,51.7,61.4,15.5,6.64,0.57,1.24,55.6,Loamy
Maharashtra,Nagpur,89.2,50.4,54.4,6.36,0.76,1.28,30.7,Alluvial
Maharashtra,Nagpur,66.4,44.0,58.2,5.92,0.9,1.47,23.0,Sandy
Maharashtra,Nagpur,56.7,64.4,48.4,5.71,0.64,1.13,27.4,Black
Maharashtra,Nagpur,57.9,40.2,47.0,6.42,0.71,1.02,59.9,Sandy
Maharashtra,Nagpur,86.2,42.3,52.9,6.55,0.82,1.08,28.5,Alluvial
Maharashtra,Nagpur,88.4,68.2,23.9,6.84,0.46,0.94,20.7,Red
Maharashtra,Nagpur,40.4,31.9,58.2,6.2,0.81,1.14,34.9,Clayey
Maharashtra,Nagpur,38.1,41.4,78.6,6.27,0.57,1.33,41.9,Sandy
Maharashtra,Nagpur,55.1,22.3,33.2,5.88,0.56,1.16,59.4,Loamy
Maharashtra,Nagpur,64.2,52.6,15.6,6.57,0.64,1.29,39.6,Loamy
Maharashtra,Nagpur,63.1,44.5,41.0,4.87,0.69,1.35,65.1,Loamy
Maharashtra,Nagpur,67.4,53.3,38.7,6.37,0.37,1.44,61.2,Alluvial
Maharashtra,Nagpur,58.8,58.5,41.3,6.05,0.8,1.13,52.9,Laterite
Maharashtra,Nagpur,50.5,34.7,15.4,7.25,0.65,1.56,68.5,Red
Maharashtra,Nagpur,52.1,36.3,37.7,7.4,0.56,1.05,51.9,Laterite
Maharashtra,Nagpur,56.5,44.8,36.9,6.27,0.63,0.71,40.0,Black
Maharashtra,Nagpur,65.6,38.9,27.3,6.15,0.58,1.31,80.2,Red
Maharashtra,Nagpur,45.7,23.3,34.5,5.92,0.67,1.57,74.6,Black
Maharashtra,Nagpur,25.8,76.7,53.4,6.35,0.6,1.42,55.2,Red
Maharashtra,Nagpur,63.7,8.9,48.6,6.65,0.49,0.9,30.5,Clayey
Maharashtra,Nagpur,44.1,46.8,36.9,5.8,0.39,1.22,36.3,Laterite
Maharashtra,Nagpur,54.8,66.9,36.4,5.62,0.55,1.54,36.1,Laterite
Maharashtra,Nagpur,60.9,51.7,67.8,6.21,0.7,0.66,9.1,Laterite
Maharashtra,Nagpur,76.9,44.1,37.8,6.31,0.56,1.28,35.3,Alluvial
Maharashtra,Nagpur,85.7,37.7,34.1,5.82,0.52,0.63,43.7,Laterite
Maharashtra,Nagpur,90.2,62.3,41.0,7.26,0.5,1.38,34.0,Alluvial
Maharashtra,Nagpur,63.3,71.4,47.4,6.47,0.81,1.26,48.1,Sandy
Maharashtra,Nagpur,38.2,54.3,38.6,5.84,0.89,1.08,35.9,Clayey
Maharashtra,Nagpur,52.4,51.6,28.7,5.75,0.37,1.02,74.3,Loamy
Maharashtra,Nagpur,65.4,41.3,33.5,6.75,0.56,1.23,68.9,Alluvial
Maharashtra,Nagpur,101.9,26.9,57.4,7.08,0.53,1.26,38.1,Red
Maharashtra,Nagpur,63.7,64.3,26.5,6.3,0.84,1.32,42.4,Red
Maharashtra,Nagpur,48.7,31.6,52.2,7.81,0.59,1.0,33.8,Laterite
Maharashtra,Nagpur,46.4,31.3,40.4,5.64,0.33,1.53,30.2,Black
Maharashtra,Nagpur,60.9,24.1,47.4,6.73,0.59,1.5,28.1,Black
Maharashtra,Nagpur,82.6,36.6,50.6,6.63,0.62,0.87,42.5,Black
Maharashtra,Nagpur,50.7,23.5,54.0,7.16,0.81,1.68,51.3,Laterite
Maharashtra,Nagpur,91.1,66.5,42.2,6.61,0.46,1.06,71.2,Loamy
Maharashtra,Nagpur,59.1,26.0,25.9,6.16,0.34,1.21,41.3,Loamy
Maharashtra,Nagpur,26.5,40.1,12.5,6.2,0.52,0.75,58.7,Red
Maharashtra,Nagpur,40.7,69.3,40.0,6.16,0.53,1.46,35.8,Alluvial
Maharashtra,Nagpur,75.1,36.9,43.3,5.45,0.57,0.87,47.0,Sandy
Maharashtra,Nagpur,50.0,50.3,41.2,7.13,0.5,1.18,58.3,Laterite
Maharashtra,Nagpur,67.2,54.3,59.6,7.1,0.42,1.11,23.0,Loamy
Maharashtra,Nagpur,46.3,27.8,42.2,6.85,0.73,1.45,49.9,Laterite
Maharashtra,Nagpur,49.3,42.3,43.6,5.68,0.29,1.34,64.7,Black
Maharashtra,Nagpur,75.3,51.1,60.0,7.29,0.7,0.94,36.9,Black
Maharashtra,Nagpur,58.6,59.4,45.1,6.43,0.82,0.99,22.1,Laterite
Maharashtra,Nagpur,53.0,18.4,60.5,5.85,0.84,1.48,31.5,Red
Maharashtra,Nagpur,37.3,36.5,44.5,6.5,0.71,1.32,54.1,Alluvial
Maharashtra,Nagpur,50.7,26.8,44.7,5.55,0.62,1.55,54.0,Loamy
Maharashtra,Nagpur,19.5,58.3,52.1,6.88,0.71,1.08,26.3,Loamy
Maharashtra,Nagpur,83.0,48.6,59.0,6.67,0.48,0.8,21.7,Alluvial
Maharashtra,Nagpur,73.2,25.4,33.9,6.8,0.77,1.4,49.8,Alluvial
Maharashtra,Nagpur,42.6,40.9,45.7,6.02,0.48,1.34,73.0,Alluvial
Maharashtra,Nagpur,84.9,47.5,31.7,6.84,0.8,1.39,44.9,Sandy
Punjab,Ludhiana,52.1,57.6,22.1,6.67,0.52,1.37,44.5,Alluvial
Punjab,Ludhiana,48.1,40.9,39.8,6.1,0.55,0.95,57.6,Loamy
Punjab,Ludhiana,89.4,34.4,62.0,6.82,0.57,0.64,48.4,Alluvial
Punjab,Ludhiana,79.1,25.0,35.6,6.37,0.69,0.8,53.2,Sandy
Punjab,Ludhiana,93.2,44.2,22.2,7.13,0.56,0.92,42.3,Clayey
Punjab,Ludhiana,61.7,42.8,26.1,7.51,0.6,1.25,63.3,Sandy
Punjab,Ludhiana,106.9,29.9,69.6,6.75,0.81,1.64,59.6,Loamy
Punjab,Ludhiana,77.8,42.3,23.7,5.87,0.57,1.2,41.8,Clayey
Punjab,Ludhiana,94.8,37.3,43.3,6.32,0.62,1.43,29.4,Loamy
Punjab,Ludhiana,118.9,46.6,28.3,6.43,0.51,1.39,24.9,Sandy
Punjab,Ludhiana,77.5,42.1,43.5,6.93,0.51,1.46,66.7,Clayey
Punjab,Ludhiana,51.5,43.0,42.8,6.56,0.57,1.15,33.8,Clayey
Punjab,Ludhiana,109.0,45.2,31.1,6.32,0.77,1.02,33.8,Alluvial
Punjab,Ludhiana,75.6,27.5,12.8,7.62,0.67,1.32,31.3,Loamy
Punjab,Ludhiana,94.5,46.6,58.4,6.49,0.92,1.06,33.5,Clayey
Punjab,Ludhiana,90.9,45.0,64.8,6.63,0.5,1.49,50.4,Red
Punjab,Ludhiana,88.4,60.7,36.8,7.06,0.9,1.59,28.6,Sandy
Punjab,Ludhiana,74.9,36.2,30.0,5.97,0.82,0.82,45.3,Clayey
Punjab,Ludhiana,92.3,34.6,21.6,7.27,0.67,1.36,60.3,Alluvial
Punjab,Ludhiana,27.6,44.8,38.4,6.23,0.91,0.93,56.6,Loamy
Punjab,Ludhiana,56.9,40.0,28.0,5.31,0.67,0.98,67.6,Sandy
Punjab,Ludhiana,92.3,37.8,69.2,5.63,0.64,0.76,64.7,Loamy
