State,District,Irrigation_Type,Water_Availability,Groundwater_Level
Tamil Nadu,Thanjavur,Drip,High,89.8
Tamil Nadu,Thanjavur,Canal Flood,Low,81.4
Tamil Nadu,Thanjavur,Rainfed Only,High,113.5
Tamil Nadu,Thanjavur,Rainfed Only,Low,40.0
Tamil Nadu,Thanjavur,Drip,High,5.0
Tamil Nadu,Thanjavur,Canal Flood,High,75.0
Tamil Nadu,Thanjavur,Sprinkler,Low,81.7
Tamil Nadu,Thanjavur,Drip,High,44.7
Tamil Nadu,Thanjavur,Rainfed Only,Low,117.1
Tamil Nadu,Thanjavur,Rainfed Only,High,98.5
Tamil Nadu,Thanjavur,Sprinkler,High,114.6
Tamil Nadu,Thanjavur,Rainfed Only,Medium,114.9
Tamil Nadu,Thanjavur,Drip,High,48.5
Tamil Nadu,Thanjavur,Sprinkler,High,93.0
Tamil Nadu,Thanjavur,Rainfed Only,Low,102.7
Tamil Nadu,Thanjavur,Canal Flood,Low,107.7
Tamil Nadu,Thanjavur,Canal Flood,High,94.6
Tamil Nadu,Thanjavur,Rainfed Only,Medium,119.9
Tamil Nadu,Thanjavur,Rainfed Only,High,124.8
Tamil Nadu,Thanjavur,Rainfed Only,Low,75.7
Tamil Nadu,Thanjavur,Rainfed Only,High,50.8
Tamil Nadu,Thanjavur,Drip,Medium,65.8
Tamil Nadu,Thanjavur,Sprinkler,High,103.5
Tamil Nadu,Thanjavur,Sprinkler,Low,90.5
Tamil Nadu,Thanjavur,Drip,Medium,61.1
Tamil Nadu,Thanjavur,Drip,Medium,104.6
Tamil Nadu,Thanjavur,Canal Flood,Medium,118.7
Tamil Nadu,Thanjavur,Sprinkler,Low,100.8
Tamil Nadu,Thanjavur,Sprinkler,Medium,101.6
Tamil Nadu,Thanjavur,Canal Flood,Medium,147.6
Tamil Nadu,Thanjavur,Sprinkler,Low,73.9
Tamil Nadu,Thanjavur,Rainfed Only,High,93.4
Tamil Nadu,Thanjavur,Canal Flood,Medium,105.9
Tamil Nadu,Thanjavur,Canal Flood,Medium,102.0
Tamil Nadu,Thanjavur,Drip,Medium,89.8
Tamil Nadu,Thanjavur,Sprinkler,Low,140.8
Tamil Nadu,Thanjavur,Canal Flood,Low,105.9
Tamil Nadu,Thanjavur,Sprinkler,Low,65.7
Tamil Nadu,Thanjavur,Drip,High,129.4
Tamil Nadu,Thanjavur,Rainfed Only,High,113.2
Tamil Nadu,Thanjavur,Sprinkler,High,111.1
Tamil Nadu,Thanjavur,Drip,Medium,94.9
Tamil Nadu,Thanjavur,Rainfed Only,Medium,72.4
Tamil Nadu,Thanjavur,Sprinkler,Medium,46.6
Tamil Nadu,Thanjavur,Rainfed Only,Medium,60.5
Tamil Nadu,Thanjavur,Drip,Medium,70.2
Tamil Nadu,Thanjavur,Drip,Medium,99.5
Tamil Nadu,Thanjavur,Rainfed Only,Medium,110.7
Tamil Nadu,Thanjavur,Rainfed Only,Low,74.6
Tamil Nadu,Thanjavur,Sprinkler,Medium,105.7
Tamil Nadu,Thanjavur,Canal Flood,High,104.6
Tamil Nadu,Madurai,Sprinkler,High,97.3
Tamil Nadu,Madurai,Sprinkler,Medium,100.3
Tamil Nadu,Madurai,Drip,High,100.7
Tamil Nadu,Madurai,Canal Flood,Medium,66.8
Tamil Nadu,Madurai,Sprinkler,Medium,79.9
Tamil Nadu,Madurai,Rainfed Only,Low,133.6
Tamil Nadu,Madurai,Rainfed Only,Medium,72.7
Tamil Nadu,Madurai,Sprinkler,Low,67.1
Tamil Nadu,Madurai,Sprinkler,High,128.2
Tamil Nadu,Madurai,Drip,High,75.5
Tamil Nadu,Madurai,Rainfed Only,Medium,104.0
Tamil Nadu,Madurai,Drip,Medium,188.7
Tamil Nadu,Madurai,Drip,High,81.2
Tamil Nadu,Madurai,Sprinkler,High,115.8
Tamil Nadu,Madurai,Canal Flood,High,72.9
Tamil Nadu,Madurai,Rainfed Only,Low,106.9
Tamil Nadu,Madurai,Sprinkler,Low,71.5
Tamil Nadu,Madurai,Rainfed Only,High,66.1
Tamil Nadu,Madurai,Rainfed Only,Medium,89.2
Tamil Nadu,Madurai,Canal Flood,Medium,129.8
Tamil Nadu,Madurai,Drip,Medium,61.7
Tamil Nadu,Madurai,Canal Flood,Medium,99.6
Tamil Nadu,Madurai,Rainfed Only,Low,80.9
Tamil Nadu,Madurai,Drip,Low,130.6
Tamil Nadu,Madurai,Drip,High,83.8
Tamil Nadu,Madurai,Rainfed Only,Low,92.1
Tamil Nadu,Madurai,Rainfed Only,High,74.4
Tamil Nadu,Madurai,Rainfed Only,Medium,57.7
Tamil Nadu,Madurai,Sprinkler,Low,89.9
Tamil Nadu,Madurai,Rainfed Only,High,89.9
Tamil Nadu,Madurai,Sprinkler,High,99.0
Tamil Nadu,Madurai,Sprinkler,High,111.6
Tamil Nadu,Madurai,Rainfed Only,Low,64.4
Tamil Nadu,Madurai,Drip,High,55.3
Tamil Nadu,Madurai,Canal Flood,Low,87.0
Tamil Nadu,Madurai,Sprinkler,Medium,58.4
Tamil Nadu,Madurai,Rainfed Only,Low,107.0
Tamil Nadu,Madurai,Canal Flood,Low,78.8
Tamil Nadu,Madurai,Drip,Medium,126.3
Tamil Nadu,Madurai,Rainfed Only,Medium,66.0
Tamil Nadu,Madurai,Rainfed Only,High,83.1
Tamil Nadu,Madurai,Rainfed Only,Low,28.9
Tamil Nadu,Madurai,Canal Flood,Low,50.1
Tamil Nadu,Madurai,Drip,Medium,72.7
Tamil Nadu,Madurai,Canal Flood,High,64.2
Tamil Nadu,Madurai,Sprinkler,High,57.5
Tamil Nadu,Madurai,Canal Flood,Medium,38.6
Tamil Nadu,Madurai,Sprinkler,High,111.0
Tamil Nadu,Madurai,Drip,High,74.1
Tamil Nadu,Madurai,Canal Flood,Medium,187.9
Tamil Nadu,Madurai,Drip,High,79.3
Tamil Nadu,Madurai,Canal Flood,Low,53.2
Tamil Nadu,Madurai,Sprinkler,Low,88.9
Tamil Nadu,Madurai,Rainfed Only,High,80.5
Tamil Nadu,Madurai,Drip,Medium,56.7
Tamil Nadu,Madurai,Drip,Medium,40.7
Tamil Nadu,Madurai,Drip,High,84.7
Tamil Nadu,Madurai,Rainfed Only,High,97.4
Tamil Nadu,Madurai,Sprinkler,High,87.5
Tamil Nadu,Madurai,Sprinkler,Medium,69.5
Tamil Nadu,Madurai,Rainfed Only,Low,109.5
Tamil Nadu,Madurai,Sprinkler,Low,131.3
Tamil Nadu,Madurai,Rainfed Only,High,37.8
Tamil Nadu,Madurai,Canal Flood,High,74.2
Tamil Nadu,Madurai,Drip,High,60.9
Tamil Nadu,Madurai,Drip,High,75.4
Tamil Nadu,Madurai,Canal Flood,High,68.6
Tamil Nadu,Madurai,Rainfed Only,Medium,97.1
Tamil Nadu,Madurai,Drip,High,69.1
Tamil Nadu,Madurai,Canal Flood,Medium,97.2
Tamil Nadu,Madurai,Canal Flood,High,122.1
Tamil Nadu,Madurai,Rainfed Only,Medium,143.6
Tamil Nadu,Madurai,Drip,Low,67.0
Tamil Nadu,Madurai,Canal Flood,Low,131.9
Tamil Nadu,Madurai,Drip,Low,108.2
Tamil Nadu,Madurai,Canal Flood,Low,81.5
Tamil Nadu,Madurai,Canal Flood,Low,154.9
Tamil Nadu,Madurai,Rainfed Only,Medium,104.8
Tamil Nadu,Madurai,Sprinkler,Low,109.4
Tamil Nadu,Madurai,Drip,High,78.5
Tamil Nadu,Madurai,Rainfed Only,High,92.7
Tamil Nadu,Madurai,Rainfed Only,Low,62.3
Tamil Nadu,Madurai,Rainfed Only,Low,135.2
Tamil Nadu,Madurai,Drip,Medium,113.9
Tamil Nadu,Madurai,Rainfed Only,Low,113.3
Tamil Nadu,Madurai,Drip,Low,120.2
Tamil Nadu,Madurai,Canal Flood,High,114.7
Tamil Nadu,Madurai,Drip,Low,40.4
Tamil Nadu,Madurai,Canal Flood,Low,59.4
Tamil Nadu,Madurai,Drip,Low,143.1
Tamil Nadu,Madurai,Canal Flood,Medium,52.2
Tamil Nadu,Madurai,Canal Flood,Medium,80.4
Tamil Nadu,Madurai,Drip,High,71.3
Tamil Nadu,Madurai,Drip,Low,83.7
Tamil Nadu,Madurai,Drip,Low,110.3
Tamil Nadu,Madurai,Canal Flood,Low,41.0
Tamil Nadu,Madurai,Canal Flood,Low,61.9
Tamil Nadu,Madurai,Drip,Low,89.5
Tamil Nadu,Madurai,Sprinkler,Low,97.4
Tamil Nadu,Madurai,Drip,High,85.4
Tamil Nadu,Madurai,Drip,High,108.7
Tamil Nadu,Madurai,Sprinkler,Low,102.1
Tamil Nadu,Madurai,Canal Flood,Medium,80.4
Tamil Nadu,Madurai,Rainfed Only,Medium,92.8
Tamil Nadu,Madurai,Canal Flood,Medium,97.6
Tamil Nadu,Madurai,Rainfed Only,Low,128.0
Tamil Nadu,Madurai,Rainfed Only,Low,67.8
Tamil Nadu,Madurai,Canal Flood,Medium,49.9
Tamil Nadu,Madurai,Sprinkler,High,91.8
Tamil Nadu,Madurai,Rainfed Only,Low,99.4
Tamil Nadu,Madurai,Drip,Low,116.9
Tamil Nadu,Madurai,Sprinkler,Medium,81.0
Tamil Nadu,Madurai,Canal Flood,Low,112.3
Tamil Nadu,Madurai,Rainfed Only,Medium,60.0
Tamil Nadu,Madurai,Sprinkler,High,111.3
Tamil Nadu,Madurai,Sprinkler,Medium,86.7
Tamil Nadu,Madurai,Rainfed Only,Medium,55.6
Tamil Nadu,Madurai,Rainfed Only,Medium,47.9
Tamil Nadu,Madurai,Canal Flood,Low,58.7
Tamil Nadu,Madurai,Rainfed Only,High,83.9
Tamil Nadu,Madurai,Sprinkler,High,90.2
Tamil Nadu,Madurai,Rainfed Only,Low,60.8
Tamil Nadu,Madurai,Canal Flood,Low,97.1
Tamil Nadu,Madurai,Canal Flood,High,69.3
Tamil Nadu,Madurai,Canal Flood,Medium,100.7
Tamil Nadu,Madurai,Rainfed Only,Medium,72.9
Tamil Nadu,Madurai,Sprinkler,Medium,78.2
Tamil Nadu,Madurai,Canal Flood,Low,154.3
Tamil Nadu,Madurai,Rainfed Only,Medium,69.8
Tamil Nadu,Madurai,Sprinkler,Medium,103.8
Tamil Nadu,Madurai,Rainfed Only,High,68.7
Tamil Nadu,Madurai,Canal Flood,High,113.8
Tamil Nadu,Madurai,Drip,Medium,77.4
Tamil Nadu,Madurai,Sprinkler,Low,83.8
Tamil Nadu,Madurai,Rainfed Only,Medium,81.7
Tamil Nadu,Madurai,Sprinkler,Medium,60.6
Tamil Nadu,Madurai,Rainfed Only,Low,115.2
Tamil Nadu,Madurai,Drip,Low,77.3
Tamil Nadu,Madurai,Drip,High,70.9
Tamil Nadu,Madurai,Drip,Low,99.8
Tamil Nadu,Madurai,Rainfed Only,Medium,129.6
Tamil Nadu,Madurai,Sprinkler,Medium,94.0
Tamil Nadu,Madurai,Canal Flood,Low,102.8
Tamil Nadu,Madurai,Rainfed Only,High,158.7
Tamil Nadu,Madurai,Drip,Low,48.1
Tamil Nadu,Madurai,Rainfed Only,Low,83.9
Tamil Nadu,Madurai,Sprinkler,High,58.3
Tamil Nadu,Madurai,Canal Flood,Medium,59.0
Tamil Nadu,Madurai,Rainfed Only,Medium,107.9
Tamil Nadu,Madurai,Canal Flood,High,96.6
Tamil Nadu,Madurai,Canal Flood,High,58.4
Tamil Nadu,Madurai,Rainfed Only,High,105.1
Tamil Nadu,Madurai,Canal Flood,High,19.7
Tamil Nadu,Madurai,Sprinkler,High,119.5
Tamil Nadu,Madurai,Sprinkler,High,73.8
Tamil Nadu,Madurai,Drip,Low,58.3
Tamil Nadu,Madurai,Drip,Low,43.2
Tamil Nadu,Madurai,Rainfed Only,Low,112.2
Tamil Nadu,Madurai,Sprinkler,Low,78.0
Tamil Nadu,Madurai,Drip,High,83.7
Tamil Nadu,Madurai,Canal Flood,High,113.0
Tamil Nadu,Madurai,Drip,Low,106.6
Tamil Nadu,Madurai,Sprinkler,High,149.0
Tamil Nadu,Madurai,Canal Flood,Medium,99.9
Tamil Nadu,Madurai,Rainfed Only,Medium,82.9
Tamil Nadu,Madurai,Rainfed Only,High,14.2
Tamil Nadu,Madurai,Sprinkler,High,73.4
Tamil Nadu,Madurai,Rainfed Only,Medium,68.6
Tamil Nadu,Madurai,Rainfed Only,High,123.6
Tamil Nadu,Madurai,Canal Flood,Medium,13.2
Tamil Nadu,Madurai,Rainfed Only,Medium,60.5
Tamil Nadu,Madurai,Rainfed Only,High,68.8
Tamil Nadu,Madurai,Rainfed Only,High,107.7
Tamil Nadu,Madurai,Drip,Low,87.4
Tamil Nadu,Madurai,Rainfed Only,High,70.0
Tamil Nadu,Madurai,Canal Flood,High,77.4
Tamil Nadu,Madurai,Canal Flood,Low,63.8
Tamil Nadu,Madurai,Canal Flood,High,93.8
Tamil Nadu,Madurai,Canal Flood,Medium,46.2
Tamil Nadu,Madurai,Canal Flood,High,32.2
Tamil Nadu,Madurai,Canal Flood,Low,90.1
Tamil Nadu,Madurai,Sprinkler,High,71.2
Tamil Nadu,Madurai,Canal Flood,Low,22.6
Tamil Nadu,Madurai,Rainfed Only,Low,84.4
Tamil Nadu,Madurai,Sprinkler,Medium,50.2
Tamil Nadu,Madurai,Canal Flood,Low,69.8
Tamil Nadu,Madurai,Drip,High,107.7
Tamil Nadu,Madurai,Canal Flood,Medium,79.4
Tamil Nadu,Madurai,Rainfed Only,Medium,109.3
Tamil Nadu,Madurai,Drip,Low,127.1
Tamil Nadu,Madurai,Canal Flood,Medium,126.4
Tamil Nadu,Madurai,Canal Flood,Medium,135.0
Tamil Nadu,Madurai,Sprinkler,Medium,51.1
Tamil Nadu,Madurai,Rainfed Only,High,79.7
Tamil Nadu,Madurai,Sprinkler,High,41.0
Tamil Nadu,Madurai,Rainfed Only,Low,79.4
Tamil Nadu,Madurai,Sprinkler,Low,90.9
Tamil Nadu,Madurai,Rainfed Only,Medium,73.5
Tamil Nadu,Madurai,Sprinkler,Medium,84.6
Tamil Nadu,Madurai,Rainfed Only,Medium,107.4
Uttar Pradesh,Meerut,Sprinkler,High,150.7
Uttar Pradesh,Meerut,Rainfed Only,High,102.6
Uttar Pradesh,Meerut,Rainfed Only,Low,62.3
Uttar Pradesh,Meerut,Rainfed Only,High,114.0
Uttar Pradesh,Meerut,Canal Flood,Low,69.2
Uttar Pradesh,Meerut,Drip,Low,74.1
Uttar Pradesh,Meerut,Rainfed Only,Low,136.6
Uttar Pradesh,Meerut,Sprinkler,Low,56.5
Uttar Pradesh,Meerut,Sprinkler,Low,80.4
Uttar Pradesh,Meerut,Rainfed Only,Low,91.1
Uttar Pradesh,Meerut,Drip,Low,84.0
Uttar Pradesh,Meerut,Rainfed Only,Medium,125.5
Uttar Pradesh,Meerut,Canal Flood,Medium,92.1
Uttar Pradesh,Meerut,Rainfed Only,Low,54.3
Uttar Pradesh,Meerut,Canal Flood,High,80.3
Uttar Pradesh,Meerut,Rainfed Only,Medium,128.0
Uttar Pradesh,Meerut,Drip,Low,77.0
Uttar Pradesh,Meerut,Drip,Medium,102.7
Uttar Pradesh,Meerut,Sprinkler,High,104.8
Uttar Pradesh,Meerut,Drip,Low,133.6
Uttar Pradesh,Meerut,Sprinkler,Medium,95.2
Uttar Pradesh,Meerut,Rainfed Only,High,45.5
Uttar Pradesh,Meerut,Rainfed Only,Low,73.5
Uttar Pradesh,Meerut,Sprinkler,High,127.1
Uttar Pradesh,Meerut,Sprinkler,Low,63.4
Uttar Pradesh,Meerut,Drip,High,104.6
Uttar Pradesh,Meerut,Sprinkler,High,70.1
Uttar Pradesh,Meerut,Sprinkler,Medium,66.5
Uttar Pradesh,Meerut,Rainfed Only,Low,103.4
Uttar Pradesh,Meerut,Drip,Low,67.6
Uttar Pradesh,Meerut,Rainfed Only,Low,102.5
Uttar Pradesh,Meerut,Sprinkler,High,114.4
Uttar Pradesh,Meerut,Rainfed Only,Medium,89.7
Uttar Pradesh,Meerut,Drip,Low,52.0
Uttar Pradesh,Meerut,Canal Flood,High,5.0
Uttar Pradesh,Meerut,Canal Flood,Medium,52.5
Uttar Pradesh,Meerut,Drip,Low,117.4
Uttar Pradesh,Meerut,Canal Flood,High,104.1
Uttar Pradesh,Meerut,Rainfed Only,Low,24.7
Uttar Pradesh,Meerut,Drip,High,58.7
Uttar Pradesh,Meerut,Rainfed Only,Medium,79.6
Uttar Pradesh,Meerut,Sprinkler,Low,52.0
Uttar Pradesh,Meerut,Sprinkler,High,78.2
Uttar Pradesh,Meerut,Sprinkler,Medium,108.8
Uttar Pradesh,Meerut,Drip,Medium,119.3
Uttar Pradesh,Meerut,Rainfed Only,Low,30.9
Uttar Pradesh,Meerut,Rainfed Only,Low,84.5
Uttar Pradesh,Meerut,Drip,Low,81.0
Uttar Pradesh,Meerut,Sprinkler,Low,94.3
Uttar Pradesh,Meerut,Sprinkler,Medium,68.1
Uttar Pradesh,Meerut,Drip,Medium,95.4
Uttar Pradesh,Meerut,Canal Flood,High,71.2
Uttar Pradesh,Meerut,Canal Flood,Low,70.7
Uttar Pradesh,Meerut,Drip,Medium,87.4
Uttar Pradesh,Meerut,Sprinkler,High,71.9
Uttar Pradesh,Meerut,Sprinkler,Medium,73.1
Uttar Pradesh,Meerut,Sprinkler,Medium,72.4
Uttar Pradesh,Meerut,Canal Flood,Medium,115.7
Uttar Pradesh,Meerut,Rainfed Only,High,58.2
Uttar Pradesh,Meerut,Drip,Low,73.1
Uttar Pradesh,Meerut,Drip,Medium,45.8
Uttar Pradesh,Meerut,Canal Flood,Low,67.6
Uttar Pradesh,Meerut,Canal Flood,Low,93.9
Uttar Pradesh,Meerut,Sprinkler,Medium,90.9
Uttar Pradesh,Meerut,Canal Flood,Low,76.7
Uttar Pradesh,Meerut,Drip,High,45.2
Uttar Pradesh,Meerut,Sprinkler,Medium,60.0
Uttar Pradesh,Meerut,Sprinkler,High,71.1
Uttar Pradesh,Meerut,Drip,High,97.9
Uttar Pradesh,Meerut,Rainfed Only,High,109.7
Uttar Pradesh,Meerut,Canal Flood,Medium,49.9
Uttar Pradesh,Meerut,Rainfed Only,Low,39.1
Uttar Pradesh,Meerut,Canal Flood,High,126.2
Uttar Pradesh,Meerut,Drip,Medium,100.1
Uttar Pradesh,Meerut,Sprinkler,Low,112.2
Uttar Pradesh,Meerut,Drip,Medium,144.4
Uttar Pradesh,Meerut,Drip,Medium,116.5
Uttar Pradesh,Meerut,Rainfed Only,Low,79.5
Uttar Pradesh,Meerut,Sprinkler,Medium,88.7
Uttar Pradesh,Meerut,Sprinkler,Low,77.8
Uttar Pradesh,Meerut,Drip,High,44.7
Uttar Pradesh,Meerut,Sprinkler,Medium,46.7
Uttar Pradesh,Meerut,Rainfed Only,Medium,64.4
Uttar Pradesh,Meerut,Canal Flood,Low,41.9
Uttar Pradesh,Meerut,Drip,High,81.3
Uttar Pradesh,Meerut,Sprinkler,High,160.7
Uttar Pradesh,Meerut,Drip,Medium,79.9
Uttar Pradesh,Meerut,Canal Flood,Medium,102.6
Uttar Pradesh,Meerut,Canal Flood,Medium,112.5
Uttar Pradesh,Meerut,Canal Flood,Low,59.4
Uttar Pradesh,Meerut,Canal Flood,High,53.6
Uttar Pradesh,Meerut,Canal Flood,Medium,115.2
Uttar Pradesh,Meerut,Drip,Low,92.2
Uttar Pradesh,Meerut,Rainfed Only,Low,94.6
Uttar Pradesh,Meerut,Canal Flood,High,87.5
Uttar Pradesh,Meerut,Sprinkler,High,81.9
Uttar Pradesh,Meerut,Sprinkler,High,90.8
Uttar Pradesh,Meerut,Rainfed Only,Medium,66.5
Uttar Pradesh,Meerut,Canal Flood,Low,5.0
Uttar Pradesh,Meerut,Sprinkler,High,80.5
Uttar Pradesh,Meerut,Rainfed Only,Low,92.5
Uttar Pradesh,Meerut,Drip,Low,95.0
Uttar Pradesh,Meerut,Rainfed Only,Medium,72.7
Uttar Pradesh,Meerut,Canal Flood,Low,110.3
Uttar Pradesh,Meerut,Drip,Low,56.0
Uttar Pradesh,Meerut,Sprinkler,High,97.5
Uttar Pradesh,Meerut,Rainfed Only,High,71.3
Uttar Pradesh,Meerut,Drip,Medium,95.8
Uttar Pradesh,Meerut,Canal Flood,High,100.3
Uttar Pradesh,Meerut,Drip,Medium,120.1
Uttar Pradesh,Meerut,Sprinkler,Low,66.6
Uttar Pradesh,Meerut,Sprinkler,High,44.5
Uttar Pradesh,Meerut,Rainfed Only,Medium,66.7
Uttar Pradesh,Meerut,Sprinkler,High,79.5
Uttar Pradesh,Meerut,Rainfed Only,Medium,45.4
Uttar Pradesh,Meerut,Sprinkler,Low,125.5
Uttar Pradesh,Meerut,Sprinkler,Low,57.3
Uttar Pradesh,Meerut,Sprinkler,Low,125.6
Uttar Pradesh,Meerut,Canal Flood,Low,39.8
Uttar Pradesh,Meerut,Drip,Low,109.8
Uttar Pradesh,Meerut,Canal Flood,Low,119.5
Uttar Pradesh,Meerut,Sprinkler,Medium,132.5
Uttar Pradesh,Meerut,Canal Flood,High,88.0
Uttar Pradesh,Meerut,Sprinkler,Low,117.2
Uttar Pradesh,Meerut,Canal Flood,Medium,110.8
Uttar Pradesh,Meerut,Rainfed Only,Low,64.7
Uttar Pradesh,Meerut,Drip,Medium,46.2
Uttar Pradesh,Meerut,Rainfed Only,High,86.5
Uttar Pradesh,Meerut,Canal Flood,Medium,34.3
Uttar Pradesh,Meerut,Canal Flood,High,145.3
Uttar Pradesh,Meerut,Canal Flood,Low,79.6
Uttar Pradesh,Meerut,Sprinkler,Medium,55.4
Uttar Pradesh,Meerut,Drip,Low,36.8
Uttar Pradesh,Meerut,Sprinkler,Medium,90.7
Uttar Pradesh,Meerut,Rainfed Only,Low,34.8
Uttar Pradesh,Meerut,Canal Flood,Low,94.9
Uttar Pradesh,Meerut,Sprinkler,Low,95.7
Uttar Pradesh,Meerut,Sprinkler,Low,75.0
Uttar Pradesh,Meerut,Rainfed Only,Medium,32.2
Uttar Pradesh,Meerut,Sprinkler,High,72.1
Uttar Pradesh,Meerut,Rainfed Only,Low,37.9
Uttar Pradesh,Meerut,Canal Flood,Medium,45.8
Uttar Pradesh,Meerut,Sprinkler,High,133.3
Uttar Pradesh,Meerut,Drip,High,92.2
Uttar Pradesh,Meerut,Drip,High,122.9
Uttar Pradesh,Meerut,Sprinkler,Low,101.4
Uttar Pradesh,Meerut,Sprinkler,Low,105.0
Uttar Pradesh,Meerut,Sprinkler,Low,129.4
Uttar Pradesh,Meerut,Canal Flood,High,100.8
Uttar Pradesh,Meerut,Canal Flood,High,133.6
Uttar Pradesh,Meerut,Drip,Medium,101.9
Uttar Pradesh,Meerut,Drip,Medium,120.7
Uttar Pradesh,Meerut,Canal Flood,Low,92.7
Uttar Pradesh,Meerut,Sprinkler,Medium,102.4
Uttar Pradesh,Meerut,Canal Flood,Medium,121.3
Uttar Pradesh,Meerut,Rainfed Only,High,57.4
Uttar Pradesh,Meerut,Sprinkler,Low,50.6
Uttar Pradesh,Meerut,Drip,Medium,119.0
Uttar Pradesh,Meerut,Sprinkler,Low,69.5
Uttar Pradesh,Meerut,Canal Flood,Medium,105.3
Uttar Pradesh,Meerut,Sprinkler,High,151.2
Uttar Pradesh,Meerut,Rainfed Only,Medium,118.8
Uttar Pradesh,Meerut,Sprinkler,Medium,46.7
Uttar Pradesh,Meerut,Drip,Low,71.9
Uttar Pradesh,Meerut,Drip,Medium,94.7
Uttar Pradesh,Meerut,Drip,High,31.4
Uttar Pradesh,Meerut,Sprinkler,Low,89.2
Uttar Pradesh,Meerut,Canal Flood,Low,95.2
Uttar Pradesh,Meerut,Canal Flood,High,48.1
Uttar Pradesh,Meerut,Sprinkler,High,57.4
Uttar Pradesh,Meerut,Canal Flood,Low,57.1
Uttar Pradesh,Meerut,Rainfed Only,Low,104.7
Uttar Pradesh,Meerut,Drip,Low,78.0
Uttar Pradesh,Meerut,Canal Flood,Medium,14.9
Uttar Pradesh,Meerut,Rainfed Only,Medium,65.3
Uttar Pradesh,Meerut,Canal Flood,Medium,99.3
Uttar Pradesh,Meerut,Rainfed Only,Medium,46.5
Uttar Pradesh,Meerut,Canal Flood,Low,77.8
Uttar Pradesh,Meerut,Sprinkler,Low,97.6
Uttar Pradesh,Meerut,Sprinkler,High,136.9
Uttar Pradesh,Meerut,Rainfed Only,High,112.8
Uttar Pradesh,Meerut,Rainfed Only,Low,128.9
Uttar Pradesh,Meerut,Canal Flood,Medium,142.9
Uttar Pradesh,Meerut,Rainfed Only,High,153.6
Uttar Pradesh,Meerut,Drip,High,17.6
Uttar Pradesh,Meerut,Drip,Medium,81.8
Uttar Pradesh,Meerut,Sprinkler,Low,92.9
Uttar Pradesh,Meerut,Sprinkler,Low,70.8
Uttar Pradesh,Meerut,Rainfed Only,High,174.4
Uttar Pradesh,Meerut,Canal Flood,Medium,86.0
Uttar Pradesh,Meerut,Canal Flood,High,99.0
Uttar Pradesh,Meerut,Rainfed Only,High,50.6
Uttar Pradesh,Meerut,Drip,High,83.0
Uttar Pradesh,Meerut,Drip,High,55.0
Uttar Pradesh,Meerut,Rainfed Only,High,114.8
Uttar Pradesh,Meerut,Drip,Low,74.1
Uttar Pradesh,Meerut,Drip,High,123.4
Uttar Pradesh,Meerut,Rainfed Only,Medium,44.7
Uttar Pradesh,Meerut,Rainfed Only,Medium,56.9
Uttar Pradesh,Meerut,Drip,High,100.7
Uttar Pradesh,Varanasi,Canal Flood,High,95.0
Uttar Pradesh,Varanasi,Sprinkler,Medium,103.5
Uttar Pradesh,Varanasi,Rainfed Only,Medium,98.0
Uttar Pradesh,Varanasi,Sprinkler,High,120.5
Uttar Pradesh,Varanasi,Rainfed Only,High,63.5
Uttar Pradesh,Varanasi,Sprinkler,High,95.2
Uttar Pradesh,Varanasi,Rainfed Only,Low,64.3
Uttar Pradesh,Varanasi,Sprinkler,Low,100.7
Uttar Pradesh,Varanasi,Drip,High,87.9
Uttar Pradesh,Varanasi,Canal Flood,Low,95.9
Uttar Pradesh,Varanasi,Sprinkler,Low,57.3
Uttar Pradesh,Varanasi,Sprinkler,Low,87.7
Uttar Pradesh,Varanasi,Drip,High,92.5
Uttar Pradesh,Varanasi,Rainfed Only,High,82.8
Uttar Pradesh,Varanasi,Rainfed Only,High,55.9
Uttar Pradesh,Varanasi,Rainfed Only,Low,48.5
Uttar Pradesh,Varanasi,Drip,Low,91.7
Uttar Pradesh,Varanasi,Sprinkler,Medium,83.0
Uttar Pradesh,Varanasi,Drip,Low,82.6
Uttar Pradesh,Varanasi,Sprinkler,Medium,100.9
Uttar Pradesh,Varanasi,Rainfed Only,Medium,170.0
Uttar Pradesh,Varanasi,Rainfed Only,High,118.5
Uttar Pradesh,Varanasi,Drip,Low,73.2
Uttar Pradesh,Varanasi,Sprinkler,Medium,115.4
Uttar Pradesh,Varanasi,Rainfed Only,High,112.6
Uttar Pradesh,Varanasi,Rainfed Only,Low,104.3
Uttar Pradesh,Varanasi,Rainfed Only,Medium,115.6
Uttar Pradesh,Varanasi,Sprinkler,Low,118.8
Uttar Pradesh,Varanasi,Rainfed Only,Medium,52.3
Uttar Pradesh,Varanasi,Sprinkler,High,98.8
Uttar Pradesh,Varanasi,Canal Flood,Low,84.8
Uttar Pradesh,Varanasi,Rainfed Only,High,111.1
Uttar Pradesh,Varanasi,Drip,Low,52.7
Uttar Pradesh,Varanasi,Sprinkler,Low,73.8
Uttar Pradesh,Varanasi,Canal Flood,High,74.2
Uttar Pradesh,Varanasi,Drip,Medium,64.3
Uttar Pradesh,Varanasi,Rainfed Only,High,59.8
Uttar Pradesh,Varanasi,Drip,High,31.3
Uttar Pradesh,Varanasi,Canal Flood,High,83.2
Uttar Pradesh,Varanasi,Rainfed Only,Medium,104.2
Uttar Pradesh,Varanasi,Sprinkler,Low,161.6
