Nitrogen,Phosphorus,Potassium,Temperature,Humidity,Soil_pH,Rainfall,Crop,State,District,Latitude,Longitude,Altitude,Soil_Type,Organic_Carbon,Electrical_Conductivity,Groundwater_Level,Soil_Moisture,Agro_Climatic_Zone,Water_Availability,Irrigation_Type,Season,Month,Wind_Speed,Solar_Radiation,Sunshine_Hours,NPK_Total,NPK_Ratio_N,NPK_Ratio_P,NPK_Ratio_K,Fertility_Index,Crop_Suitability_Score,Rainfall_Category,Temperature_Category
84,50,44,25.48591986,81.40633547,5.935344406,182.6549356,rice,Odisha,Balasore,21.504304,84.049763,186.3,Clayey,0.577,0.254,5.5,37.24,East Coast Plains and Hills Region,High,Flood,Kharif,June,10.98,16.56,5.88,178,0.4719,0.2809,0.2472,45.98,66.33,High,Moderate
81,53,42,23.67575393,81.03569343,5.17782304,233.7034975,rice,Odisha,Cuttack,20.826878,84.322744,269.2,Clayey,0.811,0.75,9.76,36.38,East Coast Plains and Hills Region,High,Flood,Kharif,June,9.59,14.89,5.2,176,0.4602,0.3011,0.2386,45.67,74.74,High,Moderate
91,50,40,20.82477109,84.1341879,6.462391607,230.2242223,rice,Odisha,Cuttack,20.458581,83.898837,42.0,Alluvial,0.51,0.135,4.23,21.27,East Coast Plains and Hills Region,High,Flood,Kharif,June,12.17,17.73,5.68,181,0.5028,0.2762,0.221,48.22,73.94,High,Moderate
93,53,38,26.92995077,81.91411159,7.069172227,290.6793783,rice,Andhra Pradesh,Krishna,17.306325,80.254985,49.1,Clayey,0.732,0.597,10.59,38.66,East Coast Plains and Hills Region,Medium,Canal,Kharif,July,15.8,17.2,5.48,184,0.5054,0.288,0.2065,49.62,61.99,High,Moderate
90,44,38,23.83509503,83.88387074,7.473134377,241.2013513,rice,West Bengal,Hooghly,23.544136,87.062121,25.3,Alluvial,0.453,0.549,5.15,31.85,Lower Gangetic Plains Region,Low,Canal,Kharif,July,8.63,15.39,5.29,172,0.5233,0.2558,0.2209,41.9,71.72,High,Moderate
81,45,35,26.52872817,80.12267476,6.158376967,218.9163567,rice,Uttar Pradesh,Lucknow,26.347738,81.28853,141.6,Alluvial,0.662,0.465,10.71,23.61,Upper Gangetic Plains Region,High,Flood,Kharif,July,10.56,16.06,5.31,161,0.5031,0.2795,0.2174,45.79,65.91,High,Moderate
78,40,38,26.46428311,83.85642678,7.549873681,248.2256491,rice,Uttar Pradesh,Varanasi,26.075876,81.146025,137.4,Alluvial,0.854,0.48,9.01,24.24,Upper Gangetic Plains Region,Medium,Flood,Kharif,July,7.58,17.62,6.74,156,0.5,0.2564,0.2436,44.19,64.92,High,Moderate
60,51,36,22.69657794,82.81088865,6.028321558,256.9964761,rice,Odisha,Balasore,20.305618,84.670888,278.4,Clayey,0.534,0.596,5.12,38.78,East Coast Plains and Hills Region,High,Flood,Kharif,June,13.16,17.12,5.71,147,0.4082,0.3469,0.2449,40.89,67.96,High,Moderate
88,46,42,22.68319059,83.46358271,6.604993475,194.2651719,rice,Tamil Nadu,Madurai,11.097641,79.004556,432.0,Clayey,0.592,0.816,5.16,36.38,East Coast Plains and Hills Region,High,Canal,Kharif,July,9.44,19.18,5.73,176,0.5,0.2614,0.2386,47.99,73.06,High,Moderate
93,47,37,21.53346343,82.14004101,6.500343222,295.9248796,rice,Tamil Nadu,Thanjavur,10.144766,79.036505,177.3,Clayey,0.737,0.369,5.16,41.36,East Coast Plains and Hills Region,Medium,Flood,Kharif,June,5.27,17.81,5.9,177,0.5254,0.2655,0.209,51.0,69.26,High,Moderate
60,55,45,21.40865769,83.3293191,5.935745417,287.5766935,rice,West Bengal,Bardhaman,22.943007,87.482744,41.8,Alluvial,0.556,0.537,2.1,22.73,Lower Gangetic Plains Region,Low,Canal,Kharif,June,8.27,15.85,5.51,160,0.375,0.3438,0.2812,42.4,55.07,High,Moderate
78,35,44,26.54348085,84.67353597,7.072655622,183.6222657,rice,Andhra Pradesh,Krishna,15.045387,80.378382,488.5,Alluvial,0.8,0.496,9.0,34.62,East Coast Plains and Hills Region,Medium,Flood,Kharif,June,8.43,16.54,6.55,157,0.4968,0.2229,0.2803,45.24,54.01,High,Moderate
65,37,40,23.35905428,83.59512273,5.333322606,188.413665,rice,Uttar Pradesh,Lucknow,26.877492,80.635633,198.2,Clayey,0.853,0.312,5.82,36.0,Upper Gangetic Plains Region,High,Flood,Kharif,July,9.2,15.53,6.49,142,0.4577,0.2606,0.2817,41.0,62.68,High,Moderate
71,54,16,22.61359953,63.69070564,5.749914421,87.75953857,maize,Madhya Pradesh,Bhopal,24.286188,77.836829,570.8,Loamy,0.893,0.169,7.06,36.27,Central Plateau and Hills Region,High,Tube Well,Kharif,July,10.98,17.85,7.08,141,0.5035,0.383,0.1135,45.08,73.65,Medium,Moderate
61,44,17,26.10018422,71.57476937,6.931756558,102.2662445,maize,Karnataka,Mysuru,14.975205,75.840663,849.8,Loamy,0.507,0.271,8.09,26.46,Southern Plateau and Hills Region,Medium,Canal,Kharif,June,5.39,19.21,5.65,122,0.5,0.3607,0.1393,37.73,55.4,Medium,Moderate
80,43,16,23.55882094,71.59351368,6.657964753,66.71995467,maize,Karnataka,Chikkamagaluru,15.673662,75.915207,828.0,Loamy,1.081,0.484,13.96,32.26,Southern Plateau and Hills Region,High,Tube Well,Kharif,June,9.71,16.37,7.12,139,0.5755,0.3094,0.1151,49.87,65.4,Low,Moderate
73,58,21,19.97215954,57.68272924,6.596060648,60.65171481,maize,Madhya Pradesh,Bhopal,23.810317,78.56585,554.6,Alluvial,0.485,0.316,16.17,31.72,Central Plateau and Hills Region,Low,Canal,Kharif,June,6.98,16.06,5.84,152,0.4803,0.3816,0.1382,43.94,62.12,Low,Cool
61,38,20,18.47891261,62.69503871,5.970458434,65.43835393,maize,Bihar,Bhagalpur,25.773803,86.422159,84.1,Alluvial,0.773,0.159,8.56,33.95,Middle Gangetic Plains Region,Medium,Tube Well,Kharif,July,5.87,15.17,5.66,119,0.5126,0.3193,0.1681,40.16,62.48,Low,Cool
68,41,16,21.77689322,57.80840636,6.158830619,102.0861694,maize,Uttar Pradesh,Meerut,27.267131,80.994748,212.8,Alluvial,0.679,0.287,6.53,32.93,Upper Gangetic Plains Region,Medium,Canal,Kharif,June,7.88,15.62,6.66,125,0.544,0.328,0.128,41.08,65.51,Medium,Moderate
93,41,17,25.6217169,66.50415474,6.047906679,105.4654703,maize,Karnataka,Chikkamagaluru,15.900495,75.308631,791.4,Loamy,0.737,0.53,11.25,37.99,Southern Plateau and Hills Region,Medium,Canal,Kharif,June,11.88,17.79,5.55,151,0.6159,0.2715,0.1126,45.96,63.18,Medium,Moderate
89,60,19,25.19192419,66.6902901,5.913664501,78.06639649,maize,Rajasthan,Kota,26.780198,74.094221,191.0,Alluvial,0.488,0.567,31.99,33.59,Western Dry Region,Medium,Tube Well,Kharif,June,15.76,20.55,8.55,168,0.5298,0.3571,0.1131,44.85,68.85,Medium,Moderate
76,44,17,20.41683147,62.5542482,5.855442401,65.27798457,maize,Madhya Pradesh,Ujjain,24.617421,77.799471,427.3,Loamy,0.679,0.483,8.42,25.9,Central Plateau and Hills Region,Medium,Canal,Kharif,July,13.58,17.6,7.17,137,0.5547,0.3212,0.1241,41.82,69.72,Low,Moderate
67,60,25,24.92162194,66.78627406,5.750254943,109.2162279,maize,Karnataka,Belagavi,15.224071,75.956036,728.4,Alluvial,0.759,0.575,9.21,27.19,Southern Plateau and Hills Region,Medium,Canal,Kharif,June,7.79,18.77,5.41,152,0.4408,0.3947,0.1645,44.51,55.9,Medium,Moderate
70,44,19,23.31689124,73.4541537,5.852607099,94.29712821,maize,Uttar Pradesh,Lucknow,25.933523,80.312441,185.1,Alluvial,0.757,0.484,10.04,22.56,Upper Gangetic Plains Region,High,Canal,Kharif,July,7.72,14.99,6.64,133,0.5263,0.3308,0.1429,42.0,70.38,Medium,Moderate
90,49,21,24.84016732,68.3584573,6.472523287,74.05474936,maize,Uttar Pradesh,Kanpur,27.457975,80.494561,154.5,Loamy,1.052,0.309,7.29,29.57,Upper Gangetic Plains Region,High,Tube Well,Kharif,July,8.44,17.75,6.14,160,0.5625,0.3062,0.1312,53.4,73.77,Medium,Moderate
62,52,16,22.27526694,58.84015925,6.967057762,63.87020584,maize,Uttar Pradesh,Lucknow,27.49617,80.069944,155.7,Loamy,0.792,0.173,9.86,36.56,Upper Gangetic Plains Region,Medium,Canal,Kharif,July,6.62,14.02,6.2,130,0.4769,0.4,0.1231,42.97,59.22,Low,Moderate
92,44,16,18.87751445,65.76816093,6.082973754,94.76189431,maize,Karnataka,Belagavi,14.811703,76.148017,392.4,Loamy,0.869,0.357,14.17,23.65,Southern Plateau and Hills Region,Medium,Canal,Kharif,June,8.49,14.92,5.06,152,0.6053,0.2895,0.1053,48.17,67.49,Medium,Cool
66,54,21,25.19008683,60.2001687,5.919045532,72.12375573,maize,Karnataka,Mysuru,16.246369,76.925232,329.0,Loamy,0.918,0.301,6.02,36.85,Southern Plateau and Hills Region,High,Canal,Kharif,July,9.28,18.89,5.05,141,0.4681,0.383,0.1489,45.76,66.86,Medium,Moderate
63,58,22,18.25405352,55.28220433,6.204747653,63.72358154,maize,Madhya Pradesh,Ujjain,23.24881,78.775761,572.7,Loamy,1.023,0.199,14.82,29.81,Central Plateau and Hills Region,High,Canal,Kharif,July,8.21,16.92,7.64,143,0.4406,0.4056,0.1538,48.72,56.57,Low,Cool
70,47,17,24.6129118,70.4162444,6.600827017,104.1626147,maize,Bihar,Patna,25.638325,85.694569,63.5,Loamy,0.578,0.192,9.98,36.29,Middle Gangetic Plains Region,Medium,Tube Well,Kharif,June,5.75,16.15,4.0,134,0.5224,0.3507,0.1269,42.28,66.58,Medium,Moderate
61,41,17,25.1420613,65.26185135,6.021902237,76.68456006,maize,Rajasthan,Jaipur,26.377792,74.701269,297.7,Alluvial,0.658,0.202,16.92,24.9,Western Dry Region,High,Tube Well,Kharif,June,9.05,18.12,7.32,119,0.5126,0.3445,0.1429,39.05,68.0,Medium,Moderate
66,53,19,23.09348056,60.1159381,6.033550195,65.49730729,maize,Madhya Pradesh,Ujjain,24.554933,78.512563,336.1,Loamy,0.549,0.211,13.1,31.94,Central Plateau and Hills Region,High,Tube Well,Kharif,June,10.54,16.73,7.46,138,0.4783,0.3841,0.1377,40.85,71.23,Low,Moderate
74,55,19,18.05033737,62.89366992,6.28886807,84.23613484,maize,Karnataka,Hassan,14.786223,76.043,692.3,Loamy,1.096,0.232,9.87,32.74,Southern Plateau and Hills Region,High,Canal,Kharif,July,8.27,16.79,5.94,148,0.5,0.3716,0.1284,51.22,77.52,Medium,Cool
77,57,21,24.9321581,73.80435276,6.550563823,79.74078719,maize,Rajasthan,Kota,27.95466,73.167095,342.1,Loamy,0.505,0.452,39.76,34.37,Western Dry Region,Low,Tube Well,Kharif,June,11.22,20.34,7.0,155,0.4968,0.3677,0.1355,44.94,69.2,Medium,Moderate
99,50,15,18.14710054,71.09445342,5.573286437,88.07753741,maize,Karnataka,Hassan,14.714432,74.832911,685.4,Loamy,0.925,0.303,15.18,23.07,Southern Plateau and Hills Region,Low,Tube Well,Kharif,July,12.13,17.15,6.05,164,0.6037,0.3049,0.0915,48.93,55.96,Medium,Cool
74,56,22,18.28362235,66.65952796,6.829199275,80.97573281,maize,Karnataka,Chikkamagaluru,14.112528,75.953007,521.7,Loamy,0.867,0.325,12.37,32.04,Southern Plateau and Hills Region,High,Canal,Kharif,July,8.27,17.36,4.97,152,0.4868,0.3684,0.1447,48.05,67.57,Medium,Cool
83,45,21,18.83344471,58.75082029,5.716222912,79.7532896,maize,Bihar,Muzaffarpur,25.840108,85.33767,91.8,Alluvial,0.513,0.197,9.54,24.39,Middle Gangetic Plains Region,High,Tube Well,Kharif,July,4.55,16.76,4.95,149,0.557,0.302,0.1409,40.78,68.12,Medium,Cool
100,48,16,25.71895816,67.22190688,5.54990242,74.51490791,maize,Bihar,Gaya,24.698469,85.662924,84.5,Loamy,0.832,0.389,6.04,36.78,Middle Gangetic Plains Region,High,Tube Well,Kharif,July,7.61,14.6,4.58,164,0.6098,0.2927,0.0976,47.48,59.87,Medium,Moderate
79,51,16,25.33797709,68.49835977,6.586244581,96.46380213,maize,Uttar Pradesh,Meerut,27.030535,81.087642,298.4,Loamy,0.971,0.534,6.48,37.3,Upper Gangetic Plains Region,Low,Tube Well,Kharif,July,5.25,17.92,6.5,146,0.5411,0.3493,0.1096,49.93,69.89,Medium,Moderate
94,39,18,23.89114571,57.48775781,5.893093135,102.8301942,maize,Rajasthan,Jaipur,26.282238,73.468784,222.1,Alluvial,0.466,0.54,18.59,30.76,Western Dry Region,Medium,Tube Well,Kharif,July,14.52,19.97,7.92,151,0.6225,0.2583,0.1192,41.5,60.15,Medium,Moderate
75,49,15,21.53574127,71.50905983,5.918263801,102.4852929,maize,Rajasthan,Jodhpur,26.464763,73.89476,291.8,Loamy,1.095,0.453,24.57,37.49,Western Dry Region,High,Tube Well,Kharif,July,9.39,20.3,8.32,139,0.5396,0.3525,0.1079,48.29,68.2,Medium,Moderate
78,48,22,23.08974909,63.10459626,5.588650585,70.43473609,maize,Madhya Pradesh,Bhopal,23.852635,79.410238,308.4,Loamy,0.528,0.408,10.63,32.33,Central Plateau and Hills Region,High,Tube Well,Kharif,July,9.38,18.9,6.46,148,0.527,0.3243,0.1486,40.17,75.33,Low,Moderate
87,54,20,25.61707368,63.4711755,6.576418207,108.8303762,maize,Rajasthan,Jaipur,27.242021,73.461412,372.5,Loamy,0.869,0.448,20.94,32.13,Western Dry Region,High,Tube Well,Kharif,June,11.35,21.06,6.86,161,0.5404,0.3354,0.1242,50.95,68.04,Medium,Moderate
87,35,25,21.44526922,63.1621551,6.178056304,65.88951188,maize,Uttar Pradesh,Kanpur,26.436045,80.049281,284.7,Loamy,0.93,0.438,4.05,30.84,Upper Gangetic Plains Region,High,Canal,Kharif,July,9.62,14.45,5.35,147,0.5918,0.2381,0.1701,47.82,63.74,Low,Moderate
63,43,19,18.51816776,55.53128131,6.641906353,90.988051,maize,Karnataka,Mysuru,15.698046,77.369752,583.6,Alluvial,0.879,0.171,8.04,20.39,Southern Plateau and Hills Region,High,Canal,Kharif,June,10.53,16.34,5.51,125,0.504,0.344,0.152,44.45,61.77,Medium,Cool
84,57,25,22.53510514,67.99257471,6.489040367,64.40866039,maize,Rajasthan,Jaipur,25.786388,74.269882,351.8,Loamy,0.684,0.426,22.27,31.72,Western Dry Region,Medium,Tube Well,Kharif,June,10.7,19.03,7.11,166,0.506,0.3434,0.1506,49.21,65.85,Low,Moderate
64,35,23,23.02038334,61.89472002,5.680361038,63.03843397,maize,Karnataka,Belagavi,15.484123,76.433183,593.5,Loamy,1.036,0.349,6.02,31.79,Southern Plateau and Hills Region,Medium,Tube Well,Kharif,July,12.43,18.15,5.38,122,0.5246,0.2869,0.1885,42.78,58.49,Low,Moderate
60,46,22,24.89364635,65.61418761,6.625404348,87.9298085,maize,Bihar,Gaya,25.80579,85.146196,84.6,Alluvial,0.728,0.392,3.93,22.13,Middle Gangetic Plains Region,High,Tube Well,Kharif,July,10.5,15.05,4.97,128,0.4688,0.3594,0.1719,42.76,71.5,Medium,Moderate
98,44,21,25.77175115,74.089114,6.524478032,107.4931917,maize,Uttar Pradesh,Kanpur,26.363404,81.465352,115.2,Loamy,0.774,0.377,8.83,22.68,Upper Gangetic Plains Region,High,Canal,Kharif,June,8.7,17.1,6.22,163,0.6012,0.2699,0.1288,50.16,57.65,Medium,Moderate
75,56,18,19.39851734,62.35750641,5.696205468,60.95197486,maize,Madhya Pradesh,Bhopal,25.626167,78.504377,404.4,Alluvial,0.805,0.289,9.21,30.24,Central Plateau and Hills Region,High,Tube Well,Kharif,June,12.18,19.48,6.69,149,0.5034,0.3758,0.1208,44.91,63.93,Low,Cool
86,55,21,21.54156232,59.64024162,6.803931519,109.7515385,maize,Madhya Pradesh,Jabalpur,22.724887,78.000382,469.6,Loamy,0.599,0.335,6.69,23.42,Central Plateau and Hills Region,Medium,Canal,Kharif,June,14.08,16.78,6.97,162,0.5309,0.3395,0.1296,46.37,64.23,Medium,Moderate
98,35,18,23.79746068,74.82913698,6.252797548,91.76337172,maize,Bihar,Patna,25.660326,86.026577,94.1,Loamy,1.013,0.308,3.07,31.91,Middle Gangetic Plains Region,High,Tube Well,Kharif,July,9.09,16.75,5.51,151,0.649,0.2318,0.1192,50.54,61.7,Medium,Moderate
76,57,18,18.9802729,74.52600826,6.092725883,94.26249353,maize,Rajasthan,Jaipur,27.664754,73.68756,403.1,Loamy,1.066,0.258,23.06,27.03,Western Dry Region,Medium,Tube Well,Kharif,July,13.26,18.12,7.86,151,0.5033,0.3775,0.1192,50.56,66.04,Medium,Cool
99,56,17,24.10859207,73.13112261,6.234330356,71.07562236,maize,Madhya Pradesh,Indore,23.051926,78.339524,405.4,Loamy,0.56,0.292,10.24,26.82,Central Plateau and Hills Region,Low,Tube Well,Kharif,June,9.04,17.0,7.13,172,0.5756,0.3256,0.0988,48.1,61.99,Low,Moderate
60,44,23,24.7947077,70.04556743,5.722579819,76.72860067,maize,Uttar Pradesh,Kanpur,27.666856,80.294708,231.3,Alluvial,0.748,0.251,8.81,21.85,Upper Gangetic Plains Region,Medium,Tube Well,Kharif,June,4.85,14.73,6.68,127,0.4724,0.3465,0.1811,39.93,61.87,Medium,Moderate
74,48,17,21.63162756,60.27766379,6.430616465,69.21803098,maize,Bihar,Bhagalpur,25.68228,85.268626,75.9,Alluvial,0.815,0.439,6.72,20.72,Middle Gangetic Plains Region,Medium,Tube Well,Kharif,July,7.77,13.68,4.81,139,0.5324,0.3453,0.1223,46.55,75.5,Low,Moderate
89,60,17,25.37548751,57.21025565,5.983952675,101.7004306,maize,Karnataka,Belagavi,16.208903,75.594556,444.0,Loamy,0.951,0.321,9.79,25.1,Southern Plateau and Hills Region,High,Tube Well,Kharif,July,5.03,18.18,5.02,166,0.5361,0.3614,0.1024,51.28,58.04,Medium,Moderate
69,51,23,22.21738222,72.85462807,6.80163854,106.6213157,maize,Uttar Pradesh,Kanpur,26.017705,80.513331,191.4,Alluvial,0.481,0.58,9.02,21.64,Upper Gangetic Plains Region,High,Canal,Kharif,July,6.12,15.34,5.98,143,0.4825,0.3566,0.1608,41.22,63.37,Medium,Moderate
96,46,22,20.58314011,69.00128641,6.499936446,66.29390357,maize,Rajasthan,Jaipur,27.274516,73.20448,442.7,Loamy,0.629,0.382,32.96,34.82,Western Dry Region,Medium,Tube Well,Kharif,June,18.99,20.99,7.43,164,0.5854,0.2805,0.1341,48.38,66.18,Low,Moderate
61,60,15,24.87502824,68.74248334,6.265564338,91.26056654,maize,Bihar,Patna,25.947286,85.67538,71.7,Alluvial,0.648,0.489,9.02,30.36,Middle Gangetic Plains Region,High,Tube Well,Kharif,July,5.6,15.94,5.31,136,0.4485,0.4412,0.1103,43.17,62.68,Medium,Moderate
74,58,18,20.03728219,56.35606753,6.727303282,109.024141,maize,Karnataka,Belagavi,14.305238,76.295553,488.5,Loamy,0.504,0.35,13.69,37.43,Southern Plateau and Hills Region,High,Tube Well,Kharif,June,5.27,15.45,5.4,150,0.4933,0.3867,0.12,43.5,59.26,Medium,Moderate
74,43,23,25.95263264,61.89082199,6.325235159,99.57981207,maize,Karnataka,Belagavi,15.729085,75.628993,551.0,Loamy,0.656,0.193,13.48,32.04,Southern Plateau and Hills Region,High,Canal,Kharif,June,13.58,17.15,6.1,140,0.5286,0.3071,0.1643,43.63,69.23,Medium,Moderate
63,43,17,19.28889933,65.47050802,6.807487794,71.3195307,maize,Bihar,Bhagalpur,25.673831,85.873092,93.4,Alluvial,0.734,0.343,4.88,22.09,Middle Gangetic Plains Region,Medium,Tube Well,Kharif,June,8.76,13.49,4.6,123,0.5122,0.3496,0.1382,41.55,63.69,Medium,Cool
99,36,20,20.57981887,65.34583901,6.671085817,78.34604471,maize,Bihar,Muzaffarpur,25.300928,85.634669,67.3,Alluvial,0.452,0.32,4.39,22.19,Middle Gangetic Plains Region,High,Canal,Kharif,June,6.34,15.02,4.78,155,0.6387,0.2323,0.129,43.77,67.18,Medium,Moderate
77,36,23,24.71417533,56.73426469,6.648725327,88.45361858,maize,Bihar,Bhagalpur,25.650509,85.533064,88.7,Alluvial,0.475,0.554,6.07,23.45,Middle Gangetic Plains Region,High,Canal,Kharif,June,7.02,13.82,5.16,136,0.5662,0.2647,0.1691,40.55,63.65,Medium,Moderate
87,60,23,20.27317074,63.91281869,6.439071996,62.50351892,maize,Madhya Pradesh,Ujjain,23.772219,77.626246,582.6,Loamy,1.013,0.286,8.41,37.13,Central Plateau and Hills Region,Medium,Tube Well,Kharif,July,4.87,17.33,7.55,170,0.5118,0.3529,0.1353,54.35,64.15,Low,Moderate
60,38,17,18.41932981,64.23580251,6.474476516,76.41312437,maize,Bihar,Patna,25.723644,85.503781,43.2,Alluvial,0.717,0.389,9.25,31.26,Middle Gangetic Plains Region,High,Canal,Kharif,July,7.7,14.83,4.36,115,0.5217,0.3304,0.1478,41.12,62.99,Medium,Cool
94,54,17,23.39128187,61.74427165,5.871647806,107.3198135,maize,Madhya Pradesh,Ujjain,23.758202,78.763989,376.4,Loamy,0.585,0.3,7.63,36.14,Central Plateau and Hills Region,Low,Canal,Kharif,July,11.07,18.47,7.12,165,0.5697,0.3273,0.103,45.61,63.55,Medium,Moderate
95,38,22,19.84939404,61.24500053,5.730617109,100.7689246,maize,Uttar Pradesh,Kanpur,27.691906,80.993173,237.8,Alluvial,0.834,0.348,6.15,23.01,Upper Gangetic Plains Region,High,Tube Well,Kharif,July,9.19,14.87,5.54,155,0.6129,0.2452,0.1419,46.22,58.83,Medium,Cool
84,44,21,21.869274,61.91044947,5.850439831,107.2681929,maize,Uttar Pradesh,Lucknow,26.892621,80.515512,219.4,Loamy,0.578,0.433,10.49,25.49,Upper Gangetic Plains Region,Medium,Tube Well,Kharif,July,8.46,15.02,6.37,149,0.5638,0.2953,0.1409,42.25,71.64,Medium,Moderate
77,58,19,22.8056033,56.50768935,5.791649933,101.5952794,maize,Uttar Pradesh,Meerut,26.937708,80.30636,277.9,Loamy,0.943,0.283,7.9,24.46,Upper Gangetic Plains Region,Low,Tube Well,Kharif,June,9.63,14.64,6.44,154,0.5,0.3766,0.1234,48.03,67.81,Medium,Moderate
66,44,20,19.0781471,69.02298571,6.740000688,80.72515943,maize,Karnataka,Chikkamagaluru,15.035068,75.323096,661.9,Alluvial,0.73,0.441,7.84,20.53,Southern Plateau and Hills Region,High,Canal,Kharif,June,11.13,19.41,4.87,130,0.5077,0.3385,0.1538,42.8,69.84,Medium,Cool
63,35,16,22.02720976,65.35549924,6.272417541,83.73280082,maize,Rajasthan,Kota,27.439539,73.839463,293.2,Alluvial,0.418,0.219,19.42,33.59,Western Dry Region,High,Canal,Kharif,June,18.89,19.15,8.08,114,0.5526,0.307,0.1404,36.05,72.42,Medium,Moderate
79,45,20,23.80546189,59.24537979,5.715208817,89.9622014,maize,Karnataka,Mysuru,15.40305,75.825815,873.5,Alluvial,0.885,0.132,14.59,33.14,Southern Plateau and Hills Region,Medium,Canal,Kharif,July,7.87,18.72,5.74,144,0.5486,0.3125,0.1389,45.04,76.09,Medium,Moderate
72,60,25,18.52510753,69.0276233,5.773454729,88.10234397,maize,Rajasthan,Jaipur,27.23487,73.902203,298.0,Loamy,0.744,0.153,21.6,25.39,Western Dry Region,Medium,Canal,Kharif,July,10.06,19.71,8.04,157,0.4586,0.3822,0.1592,45.3,59.71,Medium,Cool
67,51,24,23.50297882,61.32026065,5.584171461,64.77791424,maize,Karnataka,Chikkamagaluru,14.176111,76.045763,623.1,Loamy,0.589,0.184,19.98,23.54,Southern Plateau and Hills Region,High,Canal,Kharif,July,5.1,17.6,6.0,142,0.4718,0.3592,0.169,39.75,62.2,Low,Moderate
86,36,24,26.54986394,72.89187265,5.787268394,73.33636055,maize,Bihar,Muzaffarpur,25.740227,85.480246,40.1,Loamy,0.638,0.349,6.16,31.33,Middle Gangetic Plains Region,High,Canal,Kharif,June,10.85,14.34,5.35,146,0.589,0.2466,0.1644,42.02,54.48,Medium,Moderate
76,48,18,19.29563411,69.63481219,5.77597783,83.21030571,maize,Karnataka,Hassan,15.734041,75.063922,738.7,Loamy,0.977,0.225,14.19,26.52,Southern Plateau and Hills Region,Medium,Canal,Kharif,July,6.2,15.93,6.37,142,0.5352,0.338,0.1268,46.36,74.95,Medium,Cool
75,53,18,20.68899915,59.4375337,6.864793607,103.651438,maize,Karnataka,Hassan,15.393258,75.42542,784.2,Loamy,0.874,0.348,13.39,36.61,Southern Plateau and Hills Region,Medium,Tube Well,Kharif,June,3.88,15.96,6.27,146,0.5137,0.363,0.1233,47.24,66.09,Medium,Moderate
81,45,23,19.32666088,68.034493,6.192360003,84.22969177,maize,Uttar Pradesh,Varanasi,25.889743,80.480485,113.4,Alluvial,0.47,0.528,10.1,22.77,Upper Gangetic Plains Region,Medium,Tube Well,Kharif,June,8.25,15.06,5.31,149,0.5436,0.302,0.1544,42.11,77.12,Medium,Cool
73,45,21,24.60532218,73.58868502,6.636803223,96.59195302,maize,Uttar Pradesh,Meerut,26.904634,81.080982,169.9,Alluvial,0.516,0.404,8.89,23.98,Upper Gangetic Plains Region,High,Canal,Kharif,June,11.19,16.65,5.42,139,0.5252,0.3237,0.1511,41.86,68.31,Medium,Moderate
71,35,24,22.27373646,59.52193158,5.826426917,67.96704792,maize,Karnataka,Mysuru,14.980545,76.005168,368.1,Loamy,0.957,0.38,14.72,31.81,Southern Plateau and Hills Region,High,Tube Well,Kharif,July,6.87,16.02,7.12,130,0.5462,0.2692,0.1846,43.69,61.37,Low,Moderate
96,54,22,25.70196694,61.33450447,6.960358276,83.20711308,maize,Rajasthan,Jodhpur,26.803326,74.360809,323.8,Loamy,0.559,0.523,17.53,27.75,Western Dry Region,High,Canal,Kharif,July,11.93,19.08,7.33,172,0.5581,0.314,0.1279,46.85,61.83,Medium,Moderate
99,39,18,19.20129357,68.30578978,6.11275104,87.85092352,maize,Madhya Pradesh,Jabalpur,24.76759,78.883403,384.4,Loamy,0.775,0.412,14.86,37.75,Central Plateau and Hills Region,Medium,Tube Well,Kharif,July,6.01,18.31,6.69,156,0.6346,0.25,0.1154,47.57,65.78,Medium,Cool
62,48,20,21.70181447,60.47470519,6.708446922,95.71388473,maize,Madhya Pradesh,Ujjain,23.065556,80.104977,490.4,Loamy,0.978,0.162,8.55,37.25,Central Plateau and Hills Region,Low,Canal,Kharif,June,6.53,17.99,6.46,130,0.4769,0.3692,0.1538,46.32,73.16,Medium,Moderate
